Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,PreviousOwnerName,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
,1.0,91.0,,44.0,Poor,True,Oil,True,True,2020-05-08,Green,Lukas,False,Good,Excellent,Good,Poor,13.0,2.72,142.4,OK5HL Steel GEU,397.33638
1.0,2.0,127.0,Urban,49.0,Poor,False,Gas,False,True,2020-05-10,Yellow,Sabrina,False,Excellent,Excellent,Excellent,Poor,13.0,3.45,,LWAL1XB Wood U50IVWY,250.08549
1.0,,114.0,Rural,56.0,None,False,Gas,False,False,2024-01-07,Yellow,Theresa,False,Excellent,Good,Good,Poor,6.0,1.38,,Steel O12AYGV Window,319.19087
,,69.0,,,Good,True,Gas,True,True,2020-12-12,Yellow,Daniel,False,Excellent,Excellent,Poor,Good,18.0,1.36,69.0,Steel 52HVO9U Window,252.92383
2.0,2.0,82.0,Rural,60.0,None,False,Electric,False,True,2020-12-22,Yellow,Natalie,False,Excellent,Good,Good,Excellent,6.0,3.26,48.6,Aluminum VZU,167.3017
1.0,,132.0,Rural,57.0,Poor,False,Electric,True,True,2020-04-28,Green,Daniel,False,Excellent,Poor,Good,Excellent,13.0,3.31,,R0JILU Wood S1UVD6C Window,332.83315
,3.0,111.0,Rural,50.0,None,False,Oil,False,True,2023-01-12,Green,Stefan,False,Poor,Poor,Excellent,Good,6.0,2.99,179.2,F4GOB8L Wood J7VC Window,373.57315
,2.0,79.0,Rural,,Good,False,Electricity,False,False,2024-03-12,Gray,,False,Excellent,Good,Poor,Poor,18.0,1.91,46.8,Wood SKUYPMH Window,220.73056
2.0,,98.0,Rural,37.0,None,False,Electric,False,False,2022-12-15,Yellow,Maria,False,Poor,Good,Poor,Excellent,6.0,3.73,-153.0,Aluminum I3J Window,151.75748
1.0,1.0,67.0,Urban,,None,False,Gas,False,True,2022-03-07,Yellow,Lukas,False,Excellent,Excellent,Poor,Good,6.0,1.64,67.0,21HSIVY Aluminum 6M41,106.80933
2.0,1.0,146.0,Rural,10.0,None,False,Gas,False,False,2020-06-19,Yellow,Andreas,False,Good,Excellent,Poor,Good,6.0,3.1,146.0,Aluminum MDP3T Window,238.88205
3.0,3.0,124.0,Rural,32.0,None,False,Oil,False,True,2020-02-11,Yellow,Sabrina,False,Good,Good,Excellent,Good,6.0,3.55,200.0,DOM5I Aluminum D0F7Q3 Window,326.62529
2.0,1.0,98.0,Suburbann,58.0,None,True,Gas,False,True,2023-03-23,White,Maria,False,Good,Good,Good,Good,6.0,3.44,,Wood I91Q Window,120.47162
1.0,1.0,46.0,Suburbann,47.0,Good,False,Gas,False,True,2022-12-09,Green,Natalie,False,Excellent,Good,Good,Good,18.0,3.04,,P902JRM Aluminum 0HJ Window,74.88215
,,87.0,Urban,,Poor,True,Electric,False,True,2023-01-31,White,,False,Poor,Poor,Excellent,Good,13.0,3.46,52.2,EHQYB2 Wood T5H,168.77339
1.0,,68.0,Rural,,,False,Oil,False,False,2023-11-12,Gray,,False,Good,Good,Good,Poor,6.0,1.98,110.4,PO9DWB Wood 0CAVPNC Window,206.3131
,1.0,55.0,,20.0,Poor,False,Electricity,False,False,2023-03-02,Yellow,Stefan,False,Good,Good,Good,Good,13.0,3.9,31.8,L2A8YFO Wood 55C1QO Window,188.96531
1.0,,93.0,Suburban,29.0,,False,Electricity,False,True,2022-04-11,Yellow,Sandra,False,Excellent,Good,Excellent,Excellent,30.0,4.62,57.0,Aluminum 3EJW,124.86128
1.0,3.0,113.0,Urban,47.0,Poor,,Electric,False,True,2023-08-15,White,Natalie,False,Good,Poor,Good,Poor,13.0,3.14,66.6,Steel Y1NVNKG,261.31109
,,87.0,Rural,,None,False,Electric,True,True,2023-08-16,Green,Maria,False,Good,Excellent,Good,Good,6.0,2.15,52.8,0YI Aluminum I6U0J Window,179.11177
3.0,2.0,116.0,Urban,,Poor,,Gas,False,False,2020-08-22,Yellow,Maria,False,Good,Excellent,Excellent,Good,13.0,2.64,115.0,1HHZNDW Aluminum 49N Window,159.97369
,1.0,146.0,Suburbann,57.0,Good,True,Gas,True,False,2024-03-01,Gray,Florian,False,Poor,Excellent,Good,Good,18.0,2.2,,Wood OSEE1A,162.81268
2.0,1.0,81.0,Urban,-43.0,Poor,False,Oil Heating,False,True,2022-08-04,Yellow,Denis,False,Excellent,Excellent,Poor,Good,13.0,4.65,129.6,RYMVVA Wood 0F9 Window,242.03227
3.0,,115.0,Suburban,31.0,None,False,Oil,True,True,2022-03-19,Gray,Sabrina,False,Good,Poor,Good,Excellent,6.0,2.05,182.4,Steel UFBCN8 Window,200.12144
2.0,1.0,98.0,Suburbann,-1.0,None,True,Electric,False,True,2022-02-15,White,Maria,False,Poor,Good,Good,Good,6.0,3.7,,Aluminum Z3PK0QJ Window,80.30705
1.0,2.0,128.0,Suburban,18.0,None,False,Gas,False,False,2020-01-06,Green,Martin,False,Good,Poor,Excellent,Good,6.0,1.78,,Steel HBN Window,138.92372
2.0,1.0,96.0,,59.0,None,False,Electricity,False,True,2021-07-11,Yellow,Denis,False,Poor,Good,Good,Excellent,6.0,1.82,,Steel G21,220.30766
,4.0,133.0,Suburbann,64.0,Good,False,Gas,False,True,2021-05-17,Yellow,Maria,False,Excellent,Excellent,Excellent,Excellent,18.0,1.66,,Z1NPI Steel PW9S7,209.81355
,2.0,143.0,Suburban,23.0,None,False,Oil Heating,True,True,2023-09-28,White,,False,Excellent,Good,Excellent,Excellent,6.0,3.37,,Aluminum DW0WH Window,184.69573
2.0,,145.0,Urban,52.0,Good,False,Oil,True,True,2020-07-05,Gray,Florian,False,Good,Poor,Good,Good,18.0,2.69,,Aluminum 9DYPO,277.03846
1.0,,120.0,Urban,,None,False,Electricity,False,True,2022-03-11,White,Johanna,False,Good,Good,Good,Good,6.0,2.38,,1W91T Steel 1E4IPVX,236.3225
,1.0,29.0,Urban,54.0,None,False,Electric,False,False,2022-05-03,Gray,Andreas,False,Poor,Excellent,Good,Good,6.0,2.06,16.8,EWMQ Aluminum Z0878 Window,46.85627
,1.0,114.0,Urban,44.0,None,False,Oil Heating,True,True,2023-07-31,Green,Laura,False,Good,Excellent,Excellent,Excellent,6.0,3.25,,39BFEU Wood MT7 Window,296.7257
,3.0,8578.0,Rural,64.0,Excellent,False,Oil Heating,True,True,2020-03-20,White,Daniel,False,Poor,Excellent,Good,Excellent,30.0,1.44,187.2,Steel UX1Q Window,528.42211
1.0,,54.0,Rural,60.0,Excellent,False,Oil Heating,True,True,2020-06-21,Yellow,Laura,False,Poor,Poor,Excellent,Good,30.0,1.5,,Steel ZP2RLST,379.65724
,1.0,31.0,Rural,52.0,None,False,Oil,True,False,2020-09-13,White,Natalie,False,Excellent,Excellent,Good,Excellent,6.0,2.43,51.2,1QSOZ1 Wood FP1E,177.93333
,1.0,22.0,,40.0,None,False,Gas,False,True,2024-03-14,Green,Sabrina,False,Poor,Good,Good,Poor,6.0,2.96,24.0,Aluminum 0ALN82 Window,52.92772
2.0,1.0,64.0,Urban,42.0,None,False,Gas,False,True,2024-01-14,Gray,Sabrina,False,Poor,Good,Poor,Good,6.0,2.51,,Steel BU0H,212.07088
1.0,,75.0,Suburbann,52.0,None,True,Electricity,False,True,2023-03-03,Yellow,Lukas,False,Good,Good,Poor,Good,6.0,3.82,45.0,GLX Aluminum XFOAO,60.36603
1.0,,41.0,Urban,41.0,Excellent,False,Oil,False,False,2022-08-06,Yellow,Sandra,False,Good,Poor,Excellent,Good,30.0,4.01,,Y7KWL5 Wood 53AZU Window,178.02702
,1.0,64.0,,,Poor,False,Oil,True,True,2020-02-23,Gray,Martin,False,Good,Good,Good,Good,13.0,1.99,,C9DW Steel 4TY9JR Window,144.86344
1.0,,38.0,Urban,68.0,None,False,Electric,True,True,2021-08-04,Yellow,Laura,False,Good,Good,Good,Poor,6.0,3.12,22.8,Steel Y0P Window,166.95748
4.0,,142.0,Urban,,,False,Electricity,False,True,2022-06-06,White,Natalie,False,Poor,Poor,Poor,Good,6.0,1.62,,6E4 Aluminum 4E5JJ9R,156.0304
,,38.0,Urban,,Poor,False,Gas,True,True,2020-05-06,Gray,Martin,False,Good,Poor,Good,Good,13.0,2.59,38.0,5D68K Steel XFJ,181.26479
2.0,2.0,121.0,Suburban,,Good,False,Oil,True,False,2022-07-10,White,Roman,False,Poor,Poor,Good,Good,18.0,2.38,,K23DN Steel 4DBOT1 Window,177.00025
1.0,1.0,26.0,Urban,,,False,Gas,False,False,2020-08-08,Green,Lukas,False,Good,Excellent,Poor,Good,18.0,1.76,,KI3X3 Steel 6K7IGV Window,151.19209
,2.0,89.0,Rural,59.0,None,True,Oil,False,True,2022-02-16,Green,Andreas,False,Poor,Excellent,Poor,Good,6.0,2.93,,JQQEZ Aluminum A0K Window,226.05531
,1.0,86.0,Urban,45.0,Good,False,Gas,True,False,2021-02-23,Gray,Daniel,False,Excellent,Good,Good,Excellent,18.0,1.12,,Wood A0V Window,196.0116
,,121.0,Rural,,Excellent,,Gas,False,True,2021-05-14,Yellow,Martin,False,Good,Excellent,Good,Poor,30.0,2.88,,VQR3QGQ Wood QEX,383.64616
1.0,2.0,75.0,Suburbann,38.0,None,False,Oil,True,True,2022-08-05,Gray,Lukas,False,Excellent,Poor,Good,Poor,6.0,1.69,118.4,E94 Wood 7CW,125.2816
,3.0,109.0,,36.0,Good,False,Electricity,True,True,2022-05-14,White,Laura,False,Poor,Excellent,Good,Excellent,18.0,3.3,64.8,Steel F5V5Z Window,181.65009
2.0,3.0,111.0,Urban,-32.0,None,False,Electric,True,True,2020-03-14,Gray,Stefan,False,Excellent,Excellent,Excellent,Excellent,6.0,1.18,66.6,ZO14A Steel R7C Window,274.2626
1.0,1.0,37.0,Rural,55.0,None,False,Oil,False,False,2023-06-18,White,,False,Good,Poor,Excellent,Excellent,6.0,3.59,,Steel HOGS1 Window,231.13587
2.0,5.0,145.0,Suburban,60.0,None,False,Electricity,False,True,2024-02-23,Green,,False,Excellent,Good,Excellent,Good,6.0,2.94,86.4,Wood EWE7 Window,154.86189
,2.0,124.0,Suburbann,71.0,None,False,Oil Heating,False,False,2022-04-15,White,Lukas,False,Excellent,Good,Poor,Good,6.0,1.67,,9PE Steel 807NLX Window,163.41496
2.0,3.0,114.0,Rural,48.0,None,False,Electricity,True,False,2021-03-09,Gray,Stefan,False,Good,Good,Good,Poor,6.0,2.59,67.8,Steel DSX45N Window,293.60374
2.0,,93.0,Rural,14.0,None,True,Electricity,True,True,2021-01-25,Yellow,Roman,False,Poor,Excellent,Good,Good,6.0,1.61,55.8,Aluminum 7Z9KHW Window,193.58434
,1.0,59.0,Suburban,54.0,None,True,Gas,True,False,2024-03-09,Green,Natalie,False,Good,Good,Excellent,Good,6.0,1.62,,A6M Steel IWX,113.77768
1.0,1.0,59.0,Urban,69.0,Poor,False,Electric,True,False,2021-05-02,Gray,Lukas,False,Good,Good,Excellent,Good,13.0,2.4,,Steel XICBDKK,176.2335
,3.0,6641.0,Urban,50.0,Good,False,Electricity,True,True,2023-06-03,Gray,Stefan,False,Good,Poor,Poor,Excellent,18.0,1.87,,Aluminum SD6,191.94354
1.0,2.0,66.0,Rural,44.0,Good,True,Gas,True,True,2023-03-08,White,Andreas,False,Excellent,Good,Good,Excellent,18.0,2.44,66.0,6JHM Wood P42,316.36422
1.0,1.0,29.0,Suburban,60.0,None,False,Gas,True,False,2020-09-10,Gray,Natalie,False,Good,Good,Poor,Good,6.0,1.14,29.0,Q5V27 Steel SJ5IRB7 Window,81.73613
1.0,,35.0,,,None,False,Electric,False,True,2020-06-10,Yellow,Maria,False,Excellent,Excellent,Poor,Poor,6.0,3.96,21.0,Wood KU8E6,61.16691
1.0,,120.0,,49.0,,False,Oil Heating,False,True,2021-03-04,Gray,Lukas,False,Good,Excellent,Good,Good,13.0,2.38,190.4,Wood 84OX,281.07825
3.0,2.0,149.0,,22.0,Good,True,Electric,False,False,2021-03-06,Gray,,False,Good,Excellent,Good,Poor,18.0,2.96,88.8,Aluminum L766,180.89184
,1.0,53.0,Urban,39.0,Good,True,Electricity,False,True,2022-07-13,Gray,Johanna,False,Poor,Good,Good,Good,18.0,1.04,,S7I3O Aluminum Y50PNX,112.5077
1.0,1.0,39.0,Suburban,47.0,,False,Gas,False,True,2021-07-10,Gray,Denis,False,Good,Good,Good,Poor,6.0,1.89,,Steel CA89OK,103.9781
,,86.0,Urban,15.0,Good,True,Gas,True,True,2021-11-26,Yellow,Martin,False,Excellent,Good,Poor,Good,18.0,2.96,,A2QK5C4 Aluminum 4BSK Window,193.2984
1.0,1.0,31.0,,63.0,None,False,Oil,False,True,2021-08-10,Green,Johanna,False,Good,Poor,Good,Excellent,6.0,2.52,,Aluminum Q2R Window,100.7381
,1.0,68.0,,35.0,None,False,Electric,False,True,2022-03-01,Yellow,Sandra,False,Excellent,Poor,Good,Good,6.0,3.34,40.2,Steel NU4IPP Window,119.76785
,,55.0,Rural,60.0,Good,,Gas,True,False,2021-07-02,White,Natalie,False,Good,Excellent,Excellent,Good,18.0,2.0,,QI03U Wood PI93IAT,230.39902
,1.0,72.0,Urban,55.0,None,False,Oil Heating,True,True,2022-03-17,White,Theresa,False,Good,Excellent,Excellent,Excellent,6.0,1.51,116.8,Steel Z5BXL,274.64719
1.0,,28.0,Urban,44.0,Good,False,Oil Heating,False,True,2024-02-09,Yellow,,False,Poor,Poor,Good,Good,18.0,2.84,43.2,Wood 7QPEY7 Window,154.47082
3.0,1.0,145.0,,,None,True,Electricity,False,True,2023-09-02,Gray,Andreas,False,Excellent,Poor,Good,Good,6.0,2.76,,7ROPBRH Steel 2D5,388.03815
1.0,1.0,42.0,Urban,40.0,None,True,Oil Heating,False,True,2020-05-19,Yellow,Lukas,False,Excellent,Excellent,Excellent,Excellent,6.0,2.27,62.4,W18 Wood GT3 Window,159.24677
3.0,3.0,105.0,Suburban,38.0,Good,False,Gas,False,True,2022-11-06,White,,False,Excellent,Excellent,Excellent,Poor,18.0,3.0,,Steel CDQ6H,196.95277
1.0,,64.0,,56.0,Good,False,Oil Heating,False,True,2021-12-25,Green,Maria,False,Excellent,Excellent,Excellent,Excellent,18.0,3.4,104.0,1K8OAM Wood ASD Window,238.0323
3.0,,145.0,Suburban,66.0,None,False,Electric,False,True,2023-06-28,Gray,Laura,False,Good,Excellent,Good,Poor,6.0,2.25,87.6,Wood LZZ8J2 Window,136.55235
2.0,,99.0,Urban,50.0,Excellent,True,Electric,False,True,2021-01-30,Green,Martin,False,Excellent,Good,Poor,Excellent,30.0,2.16,-429.0,KJDZ2T Aluminum 8QIY24N,194.68713
1.0,,55.0,Rural,30.0,None,,Gas,False,False,2020-06-26,Green,Theresa,False,Good,Good,Poor,Poor,6.0,3.02,,Wood P34Q4S0 Window,153.63407
1.0,1.0,28.0,Urban,65.0,Poor,,Gas,True,True,2023-06-25,White,,False,Excellent,Poor,Good,Good,13.0,1.78,,Steel 3T2VJ Window,198.01419
1.0,4.0,135.0,Rural,63.0,Excellent,False,Gas,True,False,2020-03-28,Green,Stefan,False,Good,Good,Excellent,Poor,30.0,3.49,,Aluminum 8CQYM Window,304.88763
,1.0,38.0,,,Good,True,Oil Heating,False,True,2022-12-31,Green,Natalie,False,Excellent,Good,Good,Excellent,18.0,3.02,60.8,NS5 Steel AP77,228.90124
,2.0,103.0,Urban,45.0,None,False,Gas,False,False,2020-08-07,White,Natalie,False,Good,Good,Poor,Excellent,6.0,2.01,101.0,CQ2I730 Aluminum MHU2,125.78229
1.0,,124.0,,55.0,Excellent,False,Gas,True,True,2022-10-04,Yellow,,False,Good,Poor,Excellent,Excellent,30.0,3.36,,Wood 3LSG,185.80271
,1.0,149.0,,38.0,Poor,False,Gas,False,True,2024-01-05,Gray,Florian,False,Good,Poor,Poor,Excellent,13.0,1.05,148.0,Aluminum HMF7UOY Window,240.27178
2.0,1.0,92.0,Rural,-94.0,None,True,Electric,True,True,2020-06-11,Green,Daniel,False,Good,Poor,Poor,Good,6.0,1.6,,5U4 Steel RJXG,309.78986
1.0,1.0,32.0,,54.0,Excellent,,Oil Heating,False,False,2021-03-22,Green,Johanna,False,Excellent,Poor,Poor,Good,30.0,2.23,51.2,Steel MYOZ6,275.2972
2.0,2.0,143.0,Urban,66.0,None,,Gas,False,True,2022-04-14,Green,Florian,False,Excellent,Good,Poor,Poor,6.0,2.26,,Steel FOA,297.86634
2.0,2.0,116.0,Suburban,31.0,None,False,Oil,True,False,2023-04-20,Gray,Sandra,False,Good,Excellent,Good,Good,6.0,2.45,185.6,44G1 Wood 4W4Z,147.46079
1.0,2.0,101.0,,37.0,None,True,Electric,False,True,2020-06-05,Gray,Lukas,False,Excellent,Excellent,Poor,Good,6.0,1.42,60.6,Steel H6WRC6 Window,138.04173
,,148.0,Suburbann,26.0,None,True,Electricity,True,True,2023-01-15,Yellow,Sandra,False,Good,Good,Good,Good,6.0,3.38,,PHRAY Wood X4XLQ,156.40398
1.0,,57.0,Rural,,None,False,Gas,False,False,2020-07-30,Green,,False,Poor,Excellent,Excellent,Poor,6.0,3.2,,Z9H Steel NU2Z Window,214.61653
,1.0,58.0,Suburban,38.0,None,False,Oil Heating,True,True,2024-02-06,White,Denis,False,Poor,Good,Excellent,Poor,6.0,1.51,,14SOP Aluminum YZWCRY Window,78.759
1.0,,112.0,,62.0,None,False,Gas,False,True,2022-01-12,Yellow,Daniel,False,Poor,Good,Good,Good,6.0,2.66,111.0,69IAR Wood XJZAAQ,2506.0022
2.0,2.0,63.0,,33.0,None,False,Electricity,False,False,2023-11-29,Yellow,Florian,False,Excellent,Poor,Good,Good,6.0,3.08,37.8,Aluminum HJSE Window,53.70713
2.0,2.0,103.0,Suburbann,51.0,None,False,Oil Heating,False,True,2023-01-16,Yellow,Sandra,False,Excellent,Good,Poor,Excellent,6.0,4.2,166.4,Steel LCZMIFF,185.62137
1.0,,131.0,Rural,36.0,Good,False,Electricity,True,True,2022-11-23,Green,Laura,False,Excellent,Good,Excellent,Good,18.0,1.89,,0KTTG Aluminum 6P533,321.12665
,2.0,82.0,Rural,3.0,None,False,Electric,False,True,2020-09-23,White,Stefan,False,Poor,Good,Good,Excellent,6.0,3.72,49.2,3NY33U Steel RBTBSO Window,306.37479
3.0,,105.0,,53.0,Poor,True,Oil Heating,False,False,2021-09-24,Gray,Daniel,False,Excellent,Poor,Good,Good,13.0,2.06,,Wood RQE,304.65542
1.0,2.0,76.0,Suburbann,61.0,Poor,True,Gas,False,True,2021-01-19,Gray,Lukas,False,Good,Poor,Excellent,Good,13.0,1.17,77.0,G8VIPW Aluminum OWC5 Window,81.13964
4.0,,146.0,Rural,9.0,Poor,False,Electric,False,True,2022-01-16,Gray,Florian,False,Poor,Excellent,Excellent,Good,13.0,1.47,,Aluminum 1RBT6ZE Window,313.02651
1.0,2.0,142.0,Rural,48.0,None,False,Electric,False,False,2020-06-29,Yellow,Sabrina,False,Good,Good,Good,Excellent,6.0,4.43,85.2,649 Aluminum 8E17,192.67956
,1.0,85.0,Suburbann,41.0,None,True,Oil,False,True,2020-10-14,White,Roman,False,Poor,Excellent,Good,Good,6.0,1.93,137.6,GUBYJ Wood R4M5W4,123.31358
3.0,4.0,144.0,,28.0,None,False,Oil Heating,True,True,2020-03-15,Green,Sabrina,False,Good,Good,Good,Good,6.0,2.34,,FQZD0S Wood WHPS,320.38903
,1.0,48.0,Rural,44.0,,,Gas,False,True,2021-11-12,Gray,Stefan,False,Poor,Good,Good,Excellent,6.0,1.34,48.0,Aluminum VVKM,121.72138
2.0,,97.0,,11.0,Good,False,Gas,False,True,2022-01-21,Gray,,False,Good,Excellent,Excellent,Excellent,18.0,2.53,,Aluminum Q8G Window,210.78195
1.0,,121.0,Suburbann,54.0,None,True,Oil Heating,True,True,2021-07-05,Gray,Stefan,False,Good,Poor,Good,Excellent,6.0,2.22,195.2,Wood FBGZA Window,166.94842
,1.0,93.0,Rural,,None,False,Electricity,True,True,2023-05-27,White,Lukas,False,Good,Good,Poor,Good,6.0,3.77,55.8,TQF Aluminum 9R3R9,172.8451
2.0,1.0,124.0,Urban,25.0,None,False,Oil,False,True,2023-04-19,White,Lukas,False,Poor,Good,Good,Excellent,6.0,1.49,200.0,Wood EKQ Window,287.79891
1.0,,62.0,Urban,50.0,None,False,Electric,True,False,2021-03-17,Green,Daniel,False,Excellent,Excellent,Good,Excellent,6.0,2.74,36.6,9P488W Wood F0A1ZF Window,136.13616
1.0,1.0,56.0,Suburbann,,,False,Electricity,True,True,2020-01-06,Yellow,Sandra,False,Excellent,Good,Good,Good,6.0,1.87,33.6,UF8UIK2 Wood JS7I,81.14139
1.0,1.0,33.0,Urban,53.0,Excellent,False,Oil Heating,False,True,2023-06-29,Gray,Natalie,False,Poor,Excellent,Excellent,Excellent,30.0,2.3,,G752L Aluminum XCQBM2D,160.87974
2.0,2.0,120.0,Urban,40.0,None,True,Oil,False,True,2023-08-06,Yellow,Theresa,False,Excellent,Poor,Excellent,Poor,6.0,4.18,,XTJW Aluminum 5XH,226.27788
1.0,2.0,107.0,Urban,33.0,None,True,Gas,True,True,2023-05-11,Green,Lukas,False,Poor,Good,Excellent,Good,6.0,2.55,106.0,ZNXA Wood HLPK92,231.52059
,,79.0,Urban,54.0,None,False,Oil,False,False,2021-12-02,Gray,Theresa,False,Poor,Good,Good,Poor,6.0,2.69,,Wood W3HIM Window,155.31068
2.0,2.0,101.0,Urban,46.0,None,False,Oil,False,True,2023-07-31,Yellow,Johanna,False,Good,Poor,Excellent,Excellent,6.0,1.2,158.4,OG1 Wood 4UP0,253.79374
,,134.0,Suburbann,65.0,None,True,Electric,False,True,2022-06-30,White,Lukas,False,Excellent,Excellent,Good,Excellent,6.0,3.6,80.4,Aluminum CKV Window,103.92186
2.0,3.0,107.0,Rural,20.0,None,,Gas,False,False,2021-06-08,Gray,Lukas,False,Good,Excellent,Excellent,Poor,6.0,1.15,106.0,Steel VU4B9,324.35022
1.0,1.0,34.0,Rural,,Excellent,,Oil,False,True,2020-08-27,Green,Daniel,False,Good,Excellent,Excellent,Good,30.0,2.4,,AAS Steel 4HZ Window,344.9747
1.0,2.0,129.0,,43.0,None,False,Electric,False,True,2021-08-22,Yellow,Laura,False,Good,Excellent,Good,Good,6.0,3.49,,7X8N Steel QGAD,364.13997
,,56.0,Urban,62.0,None,False,Gas,False,False,2023-10-18,Yellow,Daniel,False,Excellent,Good,Excellent,Poor,6.0,1.61,57.0,009MW Steel 9F4DTM,174.42182
,1.0,8403.0,Suburbann,36.0,Good,False,Oil Heating,True,True,2021-02-02,Yellow,Andreas,False,Good,Good,Excellent,Good,18.0,4.97,,Steel SJX Window,177.4272
,1.0,108.0,Rural,25.0,None,False,Gas,True,False,2020-08-11,Gray,Roman,False,Good,Poor,Excellent,Good,6.0,2.13,107.0,Steel P37K0CA,308.50126
1.0,1.0,88.0,Rural,-34.0,None,False,Gas,True,True,2022-01-06,Green,Andreas,False,Good,Poor,Excellent,Poor,6.0,3.44,89.0,Wood FVFIO,269.543
1.0,,30.0,Suburbann,32.0,None,True,Electricity,True,False,2020-10-07,Green,Laura,False,Good,Poor,Poor,Good,6.0,3.26,,UNKFN Aluminum 2OSV Window,31.43738
,1.0,46.0,Urban,42.0,Good,False,Electric,False,True,2023-10-30,Yellow,,False,Good,Good,Excellent,Good,18.0,2.44,27.6,Aluminum VS9,120.21745
1.0,1.0,55.0,,62.0,Excellent,False,Oil,True,True,2020-09-14,White,Martin,False,Poor,Good,Poor,Excellent,30.0,2.92,86.4,CESD Steel X9O2 Window,163.30864
2.0,2.0,101.0,Urban,,Excellent,False,Gas,True,True,2021-03-16,Gray,Roman,False,Good,Good,Good,Good,30.0,1.47,,1LCZ9 Aluminum 3KEM Window,220.70301
1.0,,60.0,Suburban,55.0,,False,Electric,False,True,2023-08-04,Gray,Andreas,False,Good,Poor,Poor,Good,6.0,2.51,36.6,Wood FDDK7,81.01431
2.0,,103.0,Urban,39.0,Excellent,False,Oil,False,True,2020-05-05,Yellow,,False,Good,Excellent,Good,Good,30.0,2.54,,Wood YZ8W,300.86274
1.0,,55.0,Rural,41.0,None,False,Oil Heating,False,True,2022-09-02,Green,,False,Excellent,Poor,Good,Excellent,6.0,2.72,86.4,Steel HG964 Window,315.37693
2.0,2.0,94.0,Urban,62.0,None,False,Gas,False,True,2020-10-06,Yellow,Andreas,False,Good,Excellent,Excellent,Good,6.0,3.15,,W1A Steel CQX3W Window,249.5552
,2.0,89.0,Suburban,,None,False,Electricity,False,True,2023-10-17,Yellow,Florian,False,Good,Poor,Good,Good,6.0,3.31,,Aluminum 26GFM9G,64.97834
1.0,1.0,24.0,Suburban,46.0,None,False,Oil Heating,False,True,2020-11-24,Yellow,Stefan,False,Good,Good,Excellent,Poor,6.0,4.38,,Wood TVGCB,69.84895
,2.0,124.0,Urban,46.0,Excellent,False,Gas,False,True,2022-06-02,Yellow,Laura,False,Good,Poor,Poor,Excellent,30.0,2.83,124.0,Steel J5E Window,352.69343
2.0,,77.0,,36.0,Good,False,Oil,False,True,2023-09-12,Gray,,False,Good,Good,Good,Poor,18.0,1.97,,PSMN9R Aluminum YUYAT,274.71452
1.0,,6997.0,Urban,54.0,None,,Oil,False,True,2020-07-07,Green,Daniel,False,Excellent,Excellent,Excellent,Excellent,6.0,1.7,211.2,Wood XF47VAI,301.07468
1.0,,22.0,Rural,68.0,Good,True,Oil,True,True,2023-12-07,Gray,Denis,False,Good,Good,Good,Good,18.0,2.62,35.2,Q6LM8C Steel 5BQ Window,302.3701
1.0,,58.0,Rural,0.0,,False,Gas,False,True,2021-12-17,Green,,False,Excellent,Good,Good,Poor,18.0,2.06,59.0,Aluminum F6TGD Window,205.05907
1.0,2.0,-658.0,,54.0,None,False,Electricity,False,True,2020-05-17,Yellow,Daniel,False,Excellent,Excellent,Excellent,Poor,6.0,4.04,,RKSBC0 Steel BJBC Window,313.64935
,1.0,91.0,,39.0,None,False,Gas,True,True,2023-07-01,Green,Natalie,False,Good,Poor,Good,Good,6.0,1.62,92.0,Steel LLGMFIJ,156.49673
,,113.0,Rural,4.0,None,False,Electricity,False,True,2020-10-31,White,Martin,False,Poor,Good,Poor,Excellent,6.0,2.75,67.8,Aluminum UTXS88N,198.58693
1.0,,23.0,Rural,54.0,Excellent,False,Electricity,True,True,2022-11-20,White,Lukas,False,Good,Good,Poor,Good,30.0,3.42,14.4,Steel WHIC Window,322.2097
1.0,1.0,20.0,Rural,49.0,Good,True,Oil Heating,True,True,2023-08-28,White,Florian,False,Excellent,Poor,Excellent,Good,18.0,3.49,,Aluminum IU1GHZ,163.92609
4.0,2.0,132.0,Suburbann,56.0,,False,Electric,False,True,2022-08-09,White,Sabrina,False,Poor,Poor,Poor,Poor,6.0,2.6,,Steel UBD,150.93113
,,39.0,Suburbann,22.0,Excellent,False,Oil Heating,False,True,2023-06-19,Yellow,Andreas,False,Good,Poor,Good,Excellent,30.0,1.96,,Aluminum X4CM,102.00695
,,143.0,Urban,,None,,Oil,True,True,2024-02-12,Green,Maria,False,Poor,Excellent,Good,Good,6.0,2.75,,Wood ZBEDAK,314.66011
5.0,,143.0,Rural,54.0,None,True,Oil,False,True,2021-05-23,Green,Natalie,False,Poor,Poor,Excellent,Good,6.0,3.18,225.6,Wood UUQFOJD Window,436.02942
1.0,,49.0,Suburban,45.0,None,False,Gas,False,True,2020-02-24,White,Laura,False,Poor,Excellent,Excellent,Excellent,6.0,1.43,51.0,AMD Steel 2LTAAD,117.23167
